,Unnamed: 0,logs,cat
2613,2613,i was in town for homw ,transport
666,666,it is been a good meal today ,food
4068,4068,i bought a desk with speakers and a lot of more ,shopping
183,183,i bought 1 kg chickens ,food
4010,4010,i was on my way to shopper today,shopping
2861,2861,cost of my trip ,transport
3975,3975,i went to the cleaners and bought my pants on the line ,shopping
456,456,i bought two boxes of food today ,food
6,6,the hotel bought us out of dinner ,food
509,509,i bought some ice cream today ,food
2341,2341,i took uber to the office ,transport
2504,2504,my bike is not working so i ll fix it later ,transport
290,290,eggs and milk,food
664,664,today i ate breakfast ,food
1594,1594,the bike didn not start ,transport
1167,1167,i had bread and jam for breakfast,food
3946,3946,i bought them uniforms ,shopping
5612,5612,paid credit,bills
4933,4933,purchased ready made uniforms ,shopping
1538,1538,i had to stop by the bus ,transport
4027,4027,i bought the microwave today owen ,shopping
1892,1892,i was on my way to korea ,transport
5254,5254,my daughter bought one new television ,shopping
799,799,i m buying gasoline now 1 liter of oil ,food
1685,1685,i bought 1 litre of gasoline ,transport
1967,1967,i was on the bus to an office today ,transport
541,541,i bought these from supermarket ,food
2593,2593,the car is needed to repair it ,transport
103,103,i came to buy cookies ,food
930,930,dinner?,food
3791,3791,i bought smartphones and computers for india is big sales ,shopping
193,193,i bought 1 kg,food
2197,2197,i was flying today through the office ,transport
2698,2698,fill up the fuel tank on your car,transport
5861,5861,bills repaid ,bills
5557,5557,the water authority is bill ,bills
6396,6396,that is how much water we ve spent on water this month ,bills
3263,3263,smartphone bought,shopping
6507,6507,I have paid my loan for the month,bills
6410,6410,i m paying for the water ,bills
6362,6362,and i have to pay the usual taxes ,bills
3251,3251,i bought a gaming mouse and keyboard,shopping
1535,1535,i had to walk by bus from here,transport
4930,4930,purchase the ready made uniform,shopping
3972,3972,i went down to a shop and bought some pants ,shopping
94,94,i m buying biryani today ,food
3478,3478,buy ray ban glasses right now ,shopping
640,640,and on a plate of eggs and bread,food
5025,5025,i just bought a new movie,shopping
3579,3579,i just bought an 8 inch phone today ,shopping
5797,5797,eu bills are paid ,bills
1083,1083,i made my breakfast at noon ,food
5843,5843,i paid for the broadband for him ,bills
4704,4704,i bought tickets to a movie ,shopping
2361,2361, charges,transport
2555,2555,i ll take my car to the office ,transport
2910,2910,my to day pertol expense,transport
1044,1044,i ve ordered hamburger for uber is lunch ,food
6289,6289,bill amount for calls paid,bills
4043,4043,purchase desktop,shopping
1391,1391,i started filling diesel today ,transport
5145,5145,i bought a new audio cd,shopping
4413,4413,i bought this for months for amazon ,shopping
194,194,she took the chicken 1 5 kg ,food
4060,4060,i bought my laptop speakers and more ,shopping
3344,3344,i went for a tour and cost,shopping
1524,1524,my bike broke down today too ,transport
2429,2429,i had to fill a tank on the bike ,transport
5106,5106,i bought a printer from the colour bar ,shopping
1545,1545,i had to catch a bus ,transport
5721,5721,electricity bill is fully booked ,bills
1859,1859,we went to usa today ,transport
6162,6162,the revenue from my taxes is paid ,bills
4343,4343,i bought a new shirt and i have to get a new sweater ,shopping
5000,5000,bought equipment similar to dumbells,shopping
34,34,purchase shake and shake for snacks,food
3613,3613,i bought a playstation from flipkart from my dad,shopping
4640,4640,i ve fixed new sunglasses ,shopping
4070,4070,i bought a computer with a microphone and a lot more ,shopping
3961,3961,i went to the laundry and bought a pair of pants ,shopping
5770,5770,i m fully responsible for this month is mortgage repayments,bills
2234,2234,bus fare,transport
1431,1431,i m leaving tomorrow on my way there tomorrow i m going to kochie,transport
2252,2252,travel cost,transport
3324,3324,gas costs,shopping
4982,4982,we bought hym is gloves ,shopping
2777,2777,expense of traveling,transport
4356,4356,i bought a network of nets of netflix ,shopping
1798,1798,repair costs of cars,transport
6336,6336,the insurance of this month is insurance policy is paid,bills
2714,2714,he went to the gas station and emptied the tank ,transport
1700,1700,i loaded 10 liters of diesel in my car and i blew it ,transport
6496,6496,mortgage house is paid,bills
954,954,i have a bread and a jam ,food
5877,5877,i paid for the rent ,bills
1049,1049,i asked burger uber to eat,food
754,754,i m buying cream and chips today ,food
842,842,i bought some nut nuts and fruits ,food
532,532,i went to the bakery and bought a plate of pie ,food
2730,2730,then he went to gas ,transport
6096,6096,that is all we paid in the month for emily is bike ,bills
2812,2812,all expenses on my travels to goa ,transport
5525,5525,i paid the rent for my apartment today ,bills
5124,5124,microsoft inkjet purchase,shopping
2104,2104,my bike was fixed ,transport
6242,6242,the insurance policy for this year ,bills
2773,2773,the cost of my road trip ,transport
223,223,today i bought ,food
6344,6344,my insurance policy is based on this month is salary ,bills
365,365,today i was shopping with vegetables here ,food
1705,1705,i m filling a 10 litre tank of dynamite in my car ,transport
4738,4738,i bought new articles ,shopping
144,144,i bought rice vegetables and other things ,food
3524,3524,i really liked the saree ,shopping
3767,3767,i bought my shoes today because i was looking for my jeans ,shopping
6209,6209,paid annual taxes,bills
4605,4605,costs of clothing,shopping
1114,1114,i was on my way to dinner ,food
4314,4314,he paid for all new phones ,shopping
3443,3443,i bought nike shoes in exchange for two ,shopping
4964,4964,sports shoes for running ,shopping
1062,1062,i had lunch ,food
1517,1517,i have broken my bike today ,transport
2510,2510,my bike is stuck i had to fix him ,transport
4030,4030,i bought a microwave from the supermarket today ,shopping
698,698,he wanted money for fish and meat ,food
5175,5175,earphones bought,shopping
586,586,it really cost me all the food from the supermarket today ,food
1907,1907,i was just for a little ride today ,transport
1287,1287,i was in the hotel on my way to breakfast ,transport
2586,2586,i got petrol on my car ,transport
4799,4799,new book order,shopping
3736,3736,a couple of shoes for sale ,shopping
5697,5697,i ve just paid my bill,bills
4517,4517,i ve just bought a new sd ,shopping
1333,1333,the train is filled with petrol ,transport
3626,3626,i bought a laptop with the new amazon contract ,shopping
6055,6055,ema for the monthly period was paid by a company providing its goods and services,bills
5011,5011,bought gym supplements like dumbells is equipment,shopping
4790,4790,i m going to go buy some new books ,shopping
3901,3901,i bought a pair of jeans today and i m wearing a dress today ,shopping
5548,5548,my house bill has been paid ,bills
5683,5683,charges for broadband are payable to operators who provide internet ,bills
5327,5327,i bought a new black jacket ,shopping
379,379,today i took vegetables and bought some ,food
1347,1347,the gas is filled ,transport
5131,5131,inkjet,shopping
3517,3517,i really liked the new saree,shopping
3798,3798,i bought a mouse today ,shopping
400,400,it was a day of rice and chicken and so today i took out the whole menu ,food
1658,1658,today a fuel truck was empty ,transport
4843,4843,new smart watch smart watch ,shopping
3920,3920,bought a uniform boys for children ,shopping
3677,3677,i bought an obtrusive smartphone,shopping
587,587,i bought all the candy in that superstore today ,food
986,986,they ordered my food ,food
2474,2474,the amount that was spent on my automobile repair ,transport
4616,4616,but my first day in prison was a night on the rocks and i bought a pair of jeans,shopping
5748,5748,my house was paid for ,bills
2874,2874,i went for a nice ride ,transport
2484,2484,the amount of my car repairs,transport
3043,3043,booking ticket for train,transport
725,725,today i have prepared burgers and sandwiches ,food
3384,3384,i bought allen t shirts,shopping
1202,1202,car repair expenses,transport
2143,2143,today i went to kashmir ,transport
6416,6416,a water related bill will be paid ,bills
6429,6429,there is a credit card bill for water authority ,bills
1029,1029,bertu eats the food,food
6190,6190,this year the tax is taken ,bills
3889,3889,today i bought an outdoor fridge from an online warehouse ,shopping
5461,5461,electricity paid in advance,bills
107,107,i bought ole biscuits and coffee ,food
3692,3692,today i bought a new phone ,shopping
4393,4393,netflix is in 2011,shopping
6348,6348,my insurance policy this month is paid for ,bills
5587,5587,i ve just paid my mobile ,bills
608,608,i bought fresh fruit and vegetables ,food
5663,5663,my broadband connection is fully paid ,bills
3232,3232,expense for the new LED tv,shopping
1867,1867,i was in usa today ,transport
3219,3219,i purchased a pair of nike shoes ,shopping
2573,2573,the car of the car filled the gas ,transport
4097,4097,i bought an xbox today ,shopping
4056,4056,we used a computer and speakers in a larger amount and lots of other stuff ,shopping
578,578,she went to hypermarket for some food,food
2892,2892,i was on a pleasant trip ,transport
5583,5583,i paid my bill,bills
3496,3496,a new new pair of pants ,shopping
1241,1241,petrol filled on my car,transport
2759,2759,he went for a walk today,transport
6328,6328,paid the rent ,bills
1269,1269,flight tickets are booked,transport
2596,2596,my car needs fixing ,transport
1834,1834,air tickets,transport
264,264,i bought spaghetti sauce ,food
2242,2242,travel costs by road,transport
4315,4315,she was paid for brand new smartphone ,shopping
458,458,i bought two sandwiches today ,food
2526,2526,i fixed my bike too ,transport
1264,1264,booked sleeper ticket for train,transport
4680,4680,bought a set of toys,shopping
5040,5040,purchases of listeners,shopping
2792,2792,expenses on my own,transport
1315,1315,i filled the gas today ,transport
5928,5928,i paid the channel is rent ,bills
3407,3407,i bought jeans and t shirts ,shopping
4449,4449,expenses for purchases,shopping
5373,5373,i m buying another bike ,shopping
5667,5667,my broadband fees are fully booked ,bills
2472,2472,i had a car parked in front of my house on the way home from work because of,transport
2038,2038,uber price of the day,transport
2654,2654,amount of gas station,transport
